Circle Number: 146682
------------------------------------------------------------
Angular: 220.62047094106674, First Return Dist: 12464272, First Return Amp: 5000, x: -9460.865398680759, y: -8114.807600801711
Angular: 164.61199909448624, First Return Dist: 12556272, First Return Amp: 5000, x: -12106.142165371615, y: 3331.859602353537
Angular: 168.20317894220352, First Return Dist: 12556272, First Return Amp: 5000, x: -12291.067630470154, y: 2567.026108397186
Angular: 171.7943587899208, First Return Dist: 12556272, First Return Amp: 5000, x: -12427.723187511676, y: 1792.111300273692
Angular: 175.3855386376381, First Return Dist: 12556272, First Return Amp: 5000, x: -12515.57215804218, y: 1010.1584503548942
Angular: 178.97671848535538, First Return Dist: 12556272, First Return Amp: 5000, x: -12554.269538530823, y: 224.23847105502415
Angular: 182.5678983330727, First Return Dist: 12556272, First Return Amp: 5000, x: -12543.66335527976, y: -562.562145363299
Angular: 186.15907818078995, First Return Dist: 12556272, First Return Amp: 5000, x: -12483.795261260542, y: -1347.1534481687077
Angular: 189.75025802850723, First Return Dist: 12556272, First Return Amp: 5000, x: -12374.900372533122, y: -2126.45416312311
Angular: 193.34143787622452, First Return Dist: 12556272, First Return Amp: 5000, x: -12217.406344889883, y: -2897.403793368888
Angular: 196.9326177239418, First Return Dist: 12556272, First Return Amp: 5000, x: -12011.93169435095, y: -3656.9746387186174
Angular: 200.5237975716591, First Return Dist: 12556272, First Return Amp: 5000, x: -11759.283368106566, y: -4402.183686144446
Angular: 204.11497741937637, First Return Dist: 12556272, First Return Amp: 5000, x: -11460.453575446054, y: -5130.104324770573
Angular: 207.70615726709363, First Return Dist: 12556272, First Return Amp: 5000, x: -11116.615891118989, y: -5837.877839361215
Angular: 211.29733711481094, First Return Dist: 12556272, First Return Amp: 5000, x: -10729.120646431642, y: -6522.724637166456
Angular: 214.88851696252826, First Return Dist: 12556272, First Return Amp: 5000, x: -10299.48962617895, y: -7181.955164035502
Angular: 218.4796968102455, First Return Dist: 12556272, First Return Amp: 5000, x: -9829.410092238375, y: -7812.980466927228
Angular: 222.0708766579628, First Return Dist: 12556272, First Return Amp: 5000, x: -9320.728157296366, y: -8413.322361336615
Angular: 225.66205650568008, First Return Dist: 12556272, First Return Amp: 5000, x: -8775.44153473049, y: -8980.623163707016
Angular: 229.25323635339737, First Return Dist: 12556272, First Return Amp: 5000, x: -8195.691693119988, y: -9512.654950607008
Angular: 232.84441620111465, First Return Dist: 12556272, First Return Amp: 5000, x: -7583.755446195946, y: -10007.328308308734
Angular: 236.43559604883194, First Return Dist: 12556272, First Return Amp: 5000, x: -6942.03601125922, y: -10462.700538406143
Angular: 240.0267758965492, First Return Dist: 12556272, First Return Amp: 5000, x: -6273.053571181981, y: -10876.983287247664
Angular: 243.6179557442665, First Return Dist: 12556272, First Return Amp: 5000, x: -5579.435377057854, y: -11248.549569220882
Angular: 247.20913559198382, First Return Dist: 12556272, First Return Amp: 5000, x: -4863.90543037019, y: -11575.940156306933
Angular: 250.80031543970108, First Return Dist: 12556272, First Return Amp: 5000, x: -4129.273785198674, y: -11857.869308811554
Angular: 254.39149528741837, First Return Dist: 12556272, First Return Amp: 5000, x: -3378.4255124772617, y: -12093.229824766697
Angular: 257.98267513513565, First Return Dist: 12556272, First Return Amp: 5000, x: -2614.3093696433702, y: -12281.097388172562
Angular: 261.57385498285294, First Return Dist: 12556272, First Return Amp: 5000, x: -1839.9262201751283, y: -12420.734199003538
Angular: 265.1650348305702, First Return Dist: 12556272, First Return Amp: 5000, x: -1058.317248496028, y: -12511.591870722119
Angular: 268.7562146782875, First Return Dist: 12556272, First Return Amp: 5000, x: -272.5520165296962, y: -12553.313583921561
Angular: 272.3473945260048, First Return Dist: 12556272, First Return Amp: 5000, x: 514.2835911903276, y: -12545.735487639471
Angular: 275.9385743737221, First Return Dist: 12556272, First Return Amp: 5000, x: 1299.099486513647, y: -12488.887342838992
Angular: 279.52975422143936, First Return Dist: 12556272, First Return Amp: 5000, x: 2078.813513174599, y: -12382.992405530526
Angular: 283.12093406915665, First Return Dist: 12556272, First Return Amp: 5000, x: 2850.3635511434704, y: -12228.466549992962
Angular: 286.71211391687393, First Return Dist: 12556272, First Return Amp: 5000, x: 3610.719542290765, y: -12025.91663553775
Angular: 290.3032937645912, First Return Dist: 12556272, First Return Amp: 5000, x: 4356.895390136758, y: -11776.138123229919
Angular: 293.8944736123085, First Return Dist: 12556272, First Return Amp: 5000, x: 5085.960686953433, y: -11480.111951925737
Angular: 297.4856534600258, First Return Dist: 12556272, First Return Amp: 5000, x: 5795.05222216357, y: -11139.00068589553
Angular: 301.0768333077431, First Return Dist: 12556272, First Return Amp: 5000, x: 6481.38522684084, y: -10754.143949160869
Angular: 304.66801315546036, First Return Dist: 12556272, First Return Amp: 5000, x: 7142.26431015118, y: -10327.053164476529
Angular: 308.25919300317764, First Return Dist: 12556272, First Return Amp: 5000, x: 7775.094044785311, y: -9859.405617618539
Angular: 311.8503728508949, First Return Dist: 12556272, First Return Amp: 5000, x: 8377.389159811128, y: -9353.03787028915
Angular: 315.4415526986122, First Return Dist: 12556272, First Return Amp: 5000, x: 8946.784300916077, y: -8809.9385475079
Angular: 319.0327325463295, First Return Dist: 12556272, First Return Amp: 5000, x: 9481.04331970888, y: -8232.240527814261
Angular: 322.6239123940468, First Return Dist: 12556272, First Return Amp: 5000, x: 9978.068055599158, y: -7622.212566952959
Angular: 326.21509224176407, First Return Dist: 12556272, First Return Amp: 5000, x: 10435.906575766692, y: -6982.25038793751
Angular: 329.80627208948135, First Return Dist: 12556272, First Return Amp: 5000, x: 10852.760840859826, y: -6314.867272483526
Angular: 333.39745193719864, First Return Dist: 12556272, First Return Amp: 5000, x: 11226.993766318108, y: -5622.684190761415
Angular: 336.9886317849159, First Return Dist: 12556272, First Return Amp: 5000, x: 11557.13565158771, y: -4908.419508231171
Angular: 340.5798116326332, First Return Dist: 12556272, First Return Amp: 5000, x: 11841.889951980498, y: -4174.878309983101
Angular: 344.1709914803505, First Return Dist: 12556272, First Return Amp: 5000, x: 12080.138370509416, y: -3424.941384510119
Angular: 347.7621713280678, First Return Dist: 12556272, First Return Amp: 5000, x: 12270.9452497033, y: -2661.55391017504
Angular: 351.35335117578506, First Return Dist: 12556272, First Return Amp: 5000, x: 12413.561246153396, y: -1887.7138888037439
Angular: 354.94453102350235, First Return Dist: 12556272, First Return Amp: 5000, x: 12507.426273360878, y: -1106.4603718281473
Angular: 358.53571087121964, First Return Dist: 12556272, First Return Amp: 5000, x: 12552.171701327978, y: -320.86152521784265

Circle Number: 146775
------------------------------------------------------------
Angular: 138.5917104780674, First Return Dist: 12557272, First Return Amp: 5000, x: -9418.147175325856, y: 8305.635668983177
Angular: 142.18289032578468, First Return Dist: 12557272, First Return Amp: 5000, x: -9919.892657964554, y: 7699.40320651185
Angular: 145.77407017350197, First Return Dist: 12557272, First Return Amp: 5000, x: -10382.680393324372, y: 7062.933380123421
Angular: 149.36525002121925, First Return Dist: 12557272, First Return Amp: 5000, x: -10804.692905323709, y: 6398.725756244873
Angular: 152.95642986893654, First Return Dist: 12557272, First Return Amp: 5000, x: -11184.272851755566, y: 5709.388834145689
Angular: 156.54760971665382, First Return Dist: 12557272, First Return Amp: 5000, x: -11519.929533059456, y: 4997.629801748884
Angular: 160.1387895643711, First Return Dist: 12557272, First Return Amp: 5000, x: -11810.344746648565, y: 4266.243903868443
Angular: 163.7299694120884, First Return Dist: 12557272, First Return Amp: 5000, x: -12054.377963800753, y: 3518.103464626765
Angular: 167.32114925980568, First Return Dist: 12557272, First Return Amp: 5000, x: -12251.070808782604, y: 2756.146607163476
Angular: 170.91232910752296, First Return Dist: 12557272, First Return Amp: 5000, x: -12399.650822615928, y: 1983.365714936141
Angular: 174.50350895524025, First Return Dist: 12557272, First Return Amp: 5000, x: -12499.534496705497, y: 1202.795679927913
Angular: 178.09468880295753, First Return Dist: 12557272, First Return Amp: 5000, x: -12550.329564414302, y: 417.50198391422134
Angular: 181.68586865067485, First Return Dist: 12557272, First Return Amp: 5000, x: -12551.836541586712, y: -369.4313404037849
Angular: 185.2770484983921, First Return Dist: 12557272, First Return Amp: 5000, x: -12504.049509969589, y: -1154.9138211196835
Angular: 188.8682283461094, First Return Dist: 12557272, First Return Amp: 5000, x: -12407.156140454663, y: -1935.860684130491
Angular: 192.45940819382668, First Return Dist: 12557272, First Return Amp: 5000, x: -12261.536956050868, y: -2709.2049677687423
Angular: 196.05058804154396, First Return Dist: 12557272, First Return Amp: 5000, x: -12067.763837481169, y: -3471.9095674809505
Angular: 199.64176788926125, First Return Dist: 12557272, First Return Amp: 5000, x: -11826.597777272704, y: -4220.979163250198
Angular: 203.23294773697853, First Return Dist: 12557272, First Return Amp: 5000, x: -11538.985891160464, y: -4953.471982921045
Angular: 206.8241275846958, First Return Dist: 12557272, First Return Amp: 5000, x: -11206.057698541481, y: -5666.511355229353
Angular: 210.4153074324131, First Return Dist: 12557272, First Return Amp: 5000, x: -10829.120686586952, y: -6357.297007165745
Angular: 214.00648728013041, First Return Dist: 12557272, First Return Amp: 5000, x: -10409.655175433209, y: -7023.116061305025
Angular: 217.59766712784767, First Return Dist: 12557272, First Return Amp: 5000, x: -9949.308504617007, y: -7661.353689912747
Angular: 221.18884697556496, First Return Dist: 12557272, First Return Amp: 5000, x: -9449.888563586404, y: -8269.50338398763
Angular: 224.78002682328224, First Return Dist: 12557272, First Return Amp: 5000, x: -8913.356691694518, y: -8845.176796910762
Angular: 228.37120667099953, First Return Dist: 12557272, First Return Amp: 5000, x: -8341.819975559409, y: -9386.113124043522
Angular: 231.9623865187168, First Return Dist: 12557272, First Return Amp: 5000, x: -7737.522974040283, y: -9890.18798143811
Angular: 235.5535663664341, First Return Dist: 12557272, First Return Amp: 5000, x: -7102.8389033279045, y: -10355.421748792061
Angular: 239.14474621415135, First Return Dist: 12557272, First Return Amp: 5000, x: -6440.260316767499, y: -10779.987343881894
Angular: 242.73592606186867, First Return Dist: 12557272, First Return Amp: 5000, x: -5752.389316016545, y: -11162.217397943956
Angular: 246.32710590958598, First Return Dist: 12557272, First Return Amp: 5000, x: -5041.927331980803, y: -11500.610803822941
Angular: 249.91828575730324, First Return Dist: 12557272, First Return Amp: 5000, x: -4311.664515660852, y: -11793.838611172154
Angular: 253.50946560502052, First Return Dist: 12557272, First Return Amp: 5000, x: -3564.4687805741214, y: -12040.74924555347
Angular: 257.1006454527378, First Return Dist: 12557272, First Return Amp: 5000, x: -2803.274539785257, y: -12240.37303094051
Angular: 260.6918253004551, First Return Dist: 12557272, First Return Amp: 5000, x: -2031.0711817771178, y: -12391.925997864033
Angular: 264.2830051481724, First Return Dist: 12557272, First Return Amp: 5000, x: -1250.8913304203675, y: -12494.8129622441
Angular: 267.87418499588966, First Return Dist: 12557272, First Return Amp: 5000, x: -465.7989351476571, y: -12548.629862817666
Angular: 271.46536484360695, First Return Dist: 12557272, First Return Amp: 5000, x: 321.1227618951364, y: -12553.16534798203
Angular: 275.05654469132423, First Return Dist: 12557272, First Return Amp: 5000, x: 1106.7833344646365, y: -12508.401605822199
Angular: 278.6477245390415, First Return Dist: 12557272, First Return Amp: 5000, x: 1888.0973090493246, y: -12414.514434062443
Angular: 282.2389043867588, First Return Dist: 12557272, First Return Amp: 5000, x: 2661.9962822484176, y: -12271.872549667374
Angular: 285.8300842344761, First Return Dist: 12557272, First Return Amp: 5000, x: 3425.4409711122985, y: -12081.03614080387
Angular: 289.4212640821934, First Return Dist: 12557272, First Return Amp: 5000, x: 4175.433149120211, y: -11842.754666850617
Angular: 293.01244392991066, First Return Dist: 12557272, First Return Amp: 5000, x: 4909.027420919666, y: -11557.9639150952
Angular: 296.60362377762794, First Return Dist: 12557272, First Return Amp: 5000, x: 5623.342789585443, y: -11227.782325677737
Angular: 300.19480362534523, First Return Dist: 12557272, First Return Amp: 5000, x: 6315.573970970911, y: -10853.506599213857
Angular: 303.7859834730625, First Return Dist: 12557272, First Return Amp: 5000, x: 6983.002410717374, y: -10436.606604346996
Angular: 307.3771633207798, First Return Dist: 12557272, First Return Amp: 5000, x: 7623.006960655302, y: -9978.719605229162
Angular: 310.9683431684971, First Return Dist: 12557272, First Return Amp: 5000, x: 8233.074172668512, y: -9481.643831600231
Angular: 314.55952301621437, First Return Dist: 12557272, First Return Amp: 5000, x: 8810.808169595017, y: -8947.331416717598
Angular: 318.15070286393166, First Return Dist: 12557272, First Return Amp: 5000, x: 9353.94005439905, y: -8377.880730870611
Angular: 321.74188271164894, First Return Dist: 12557272, First Return Amp: 5000, x: 9860.336820662416, y: -7775.528140587816
Angular: 325.3330625593662, First Return Dist: 12557272, First Return Amp: 5000, x: 10328.00972940142, y: -7142.639225900581
Angular: 328.9242424070835, First Return Dist: 12557272, First Return Amp: 5000, x: 10755.122119311742, y: -6481.699490154981
Angular: 332.5154222548008, First Return Dist: 12557272, First Return Amp: 5000, x: 11139.996619768577, y: -5795.304598856622
Angular: 336.1066021025181, First Return Dist: 12557272, First Return Amp: 5000, x: 11481.121738254828, y: -5086.150185882882
Angular: 339.69778195023537, First Return Dist: 12557272, First Return Amp: 5000, x: 11777.157796347079, y: -4357.021267095821
Angular: 343.28896179795265, First Return Dist: 12557272, First Return Amp: 5000, x: 12026.942190947264, y: -3610.7813029310732
Angular: 346.88014164566994, First Return Dist: 12557272, First Return Amp: 5000, x: 12229.493960097978, y: -2850.360952916501
Angular: 350.4713214933872, First Return Dist: 12557272, First Return Amp: 5000, x: 12384.01763545037, y: -2078.7465662841787
Angular: 354.0625013411045, First Return Dist: 12557272, First Return Amp: 5000, x: 12489.906366255078, y: -1298.9684538759411
Angular: 357.6536811888218, First Return Dist: 12557272, First Return Amp: 5000, x: 12546.744302607618, y: -514.0889874012656

Circle Number: 146776
------------------------------------------------------------
Angular: 137.70968079566956, First Return Dist: 12558272, First Return Amp: 5000, x: -9289.916381337562, y: 8450.304684077377
Angular: 141.30086064338684, First Return Dist: 12558272, First Return Amp: 5000, x: -9800.975276198611, y: 7851.820124106741
Angular: 144.89204049110413, First Return Dist: 12558272, First Return Amp: 5000, x: -10273.543440256222, y: 7222.499623201953
Angular: 148.4832203388214, First Return Dist: 12558272, First Return Amp: 5000, x: -10705.764987389235, y: 6564.8146707104215
Angular: 152.0744001865387, First Return Dist: 12558272, First Return Amp: 5000, x: -11095.942482112978, y: 5881.34814983984
Angular: 155.66558003425598, First Return Dist: 12558272, First Return Amp: 5000, x: -11442.543605806935, y: 5174.784194069432
Angular: 159.25675988197327, First Return Dist: 12558272, First Return Amp: 5000, x: -11744.207174489682, y: 4447.8976459276855
Angular: 162.84793972969055, First Return Dist: 12558272, First Return Amp: 5000, x: -11999.74848450795, y: 3703.5431595342793
Angular: 166.43911957740784, First Return Dist: 12558272, First Return Amp: 5000, x: -12208.163965145975, y: 2944.6439897032246
Angular: 170.03029942512512, First Return Dist: 12558272, First Return Amp: 5000, x: -12368.635119883313, y: 2174.1805116349265
Angular: 173.6214792728424, First Return Dist: 12558272, First Return Amp: 5000, x: -12480.53174082283, y: 1395.1785162830786
Angular: 177.2126591205597, First Return Dist: 12558272, First Return Amp: 5000, x: -12543.414383665053, y: 610.6973273632858
Angular: 180.803838968277, First Return Dist: 12558272, First Return Amp: 5000, x: -12557.036093509103, y: -176.18221332942784
Angular: 184.39501881599426, First Return Dist: 12558272, First Return Amp: 5000, x: -12521.343374702567, y: -962.369845109541
Angular: 187.98619866371155, First Return Dist: 12558272, First Return Amp: 5000, x: -12436.47640093148, y: -1744.7780245803208
Angular: 191.57737851142883, First Return Dist: 12558272, First Return Amp: 5000, x: -12302.768464725359, y: -2520.3340511414863
Angular: 195.16855835914612, First Return Dist: 12558272, First Return Amp: 5000, x: -12120.744668539191, y: -3285.992134205859
Angular: 198.7597382068634, First Return Dist: 12558272, First Return Amp: 5000, x: -11891.119862552818, y: -4038.74535473405
Angular: 202.3509180545807, First Return Dist: 12558272, First Return Amp: 5000, x: -11614.795837286463, y: -4775.637474111393
Angular: 205.94209790229795, First Return Dist: 12558272, First Return Amp: 5000, x: -11292.85778205765, y: -5493.7745439910395
Angular: 209.53327775001526, First Return Dist: 12558272, First Return Amp: 5000, x: -10926.570023187993, y: -6190.336271508484
Angular: 213.12445759773257, First Return Dist: 12558272, First Return Amp: 5000, x: -10517.371058696912, y: -6862.587095233735
Angular: 216.71563744544983, First Return Dist: 12558272, First Return Amp: 5000, x: -10066.867908982227, y: -7507.886928363253
Angular: 220.30681729316711, First Return Dist: 12558272, First Return Amp: 5000, x: -9576.829805673757, y: -8123.701526960647
Angular: 223.8979971408844, First Return Dist: 12558272, First Return Amp: 5000, x: -9049.181243445377, y: -8707.612442527537
Angular: 227.48917698860168, First Return Dist: 12558272, First Return Amp: 5000, x: -8485.994422072647, y: -9257.326519818556
Angular: 231.08035683631897, First Return Dist: 12558272, First Return Amp: 5000, x: -7889.481108417797, y: -9770.684902600366
Angular: 234.67153668403625, First Return Dist: 12558272, First Return Amp: 5000, x: -7261.983950302045, y: -10245.67151198688
Angular: 238.2627165317535, First Return Dist: 12558272, First Return Amp: 5000, x: -6605.9672763776325, y: -10680.420964054361
Angular: 241.85389637947083, First Return Dist: 12558272, First Return Amp: 5000, x: -5924.007418130643, y: -11073.225895642026
Angular: 245.44507622718814, First Return Dist: 12558272, First Return Amp: 5000, x: -5218.7825920224805, y: -11422.543669567964
Angular: 249.0362560749054, First Return Dist: 12558272, First Return Amp: 5000, x: -4493.062381505094, y: -11727.002432927511
Angular: 252.62743592262268, First Return Dist: 12558272, First Return Amp: 5000, x: -3749.6968602164798, y: -11985.406504681712
Angular: 256.21861577033997, First Return Dist: 12558272, First Return Amp: 5000, x: -2991.6053990725263, y: -12196.741071377392
Angular: 259.80979561805725, First Return Dist: 12558272, First Return Amp: 5000, x: -2221.7652012119793, y: -12360.176172557878
Angular: 263.40097546577454, First Return Dist: 12558272, First Return Amp: 5000, x: -1443.1996098208547, y: -12475.069960212526
Angular: 266.9921553134918, First Return Dist: 12558272, First Return Amp: 5000, x: -658.9662347539426, y: -12540.971219464553
Angular: 270.5833351612091, First Return Dist: 12558272, First Return Amp: 5000, x: 127.85505541689409, y: -12557.621140597783
Angular: 274.1745150089264, First Return Dist: 12558272, First Return Amp: 5000, x: 914.174228769625, y: -12524.954335463162
Angular: 277.7656948566437, First Return Dist: 12558272, First Return Amp: 5000, x: 1696.9032253128753, y: -12443.09909427337
Angular: 281.35687470436096, First Return Dist: 12558272, First Return Amp: 5000, x: 2472.9680845224043, y: -12312.376881777036
Angular: 284.94805455207825, First Return Dist: 12558272, First Return Amp: 5000, x: 3239.321017505775, y: -12133.301074791203
Angular: 288.53923439979553, First Return Dist: 12558272, First Return Amp: 5000, x: 3992.9523763848315, y: -11906.574946050048
Angular: 292.1304142475128, First Return Dist: 12558272, First Return Amp: 5000, x: 4730.90247388945, y: -11633.088902287762
Angular: 295.7215940952301, First Return Dist: 12558272, First Return Amp: 5000, x: 5450.273206744321, y: -11313.916987402241
Angular: 299.3127739429474, First Return Dist: 12558272, First Return Amp: 5000, x: 6148.239437200798, y: -10950.312664432593
Angular: 302.9039537906647, First Return Dist: 12558272, First Return Amp: 5000, x: 6822.060088016132, y: -10543.703892915493
Angular: 306.49513363838196, First Return Dist: 12558272, First Return Amp: 5000, x: 7469.088907307264, y: -10095.687520952875
Angular: 310.08631348609924, First Return Dist: 12558272, First Return Amp: 5000, x: 8086.784861003261, y: -9608.02301401451
Angular: 313.6774933338165, First Return Dist: 12558272, First Return Amp: 5000, x: 8672.722112082582, y: -9082.625545104114
Angular: 317.2686731815338, First Return Dist: 12558272, First Return Amp: 5000, x: 9224.599547404609, y: -8521.558473425312
Angular: 320.8598530292511, First Return Dist: 12558272, First Return Amp: 5000, x: 9740.249814721128, y: -7927.025241085653
Angular: 324.4510328769684, First Return Dist: 12558272, First Return Amp: 5000, x: 10217.647834377443, y: -7301.360719662188
Angular: 328.04221272468567, First Return Dist: 12558272, First Return Amp: 5000, x: 10654.9187522756, y: -6647.022040612608
Angular: 331.63339257240295, First Return Dist: 12558272, First Return Amp: 5000, x: 11050.345302866526, y: -5966.578945543225
Angular: 335.22457242012024, First Return Dist: 12558272, First Return Amp: 5000, x: 11402.37455325504, y: -5262.703694230364
Angular: 338.8157522678375, First Return Dist: 12558272, First Return Amp: 5000, x: 11709.624001931874, y: -4538.160570028895
Angular: 342.4069321155548, First Return Dist: 12558272, First Return Amp: 5000, x: 11970.887008181659, y: -3795.7950238825574
Angular: 345.9981119632721, First Return Dist: 12558272, First Return Amp: 5000, x: 12185.13753084431, y: -3038.5224995700587
Angular: 349.5892918109894, First Return Dist: 12558272, First Return Amp: 5000, x: 12351.534157819502, y: -2269.3169840729834
Angular: 353.18047165870667, First Return Dist: 12558272, First Return Amp: 5000, x: 12469.423410489548, y: -1491.1993280306979
Angular: 356.77165150642395, First Return Dist: 12558272, First Return Amp: 5000, x: 12538.34231008333, y: -707.2253821507182

Circle Number: 146777
------------------------------------------------------------
Angular: 136.8276511132717, First Return Dist: 12559272, First Return Amp: 5000, x: -9159.463342108425, y: 8592.993916822934
Angular: 140.418830960989, First Return Dist: 12559272, First Return Amp: 5000, x: -9679.716005438133, y: 8002.400341400626
Angular: 144.01001080870628, First Return Dist: 12559272, First Return Amp: 5000, x: -10161.95415158772, y: 7380.379461180373
Angular: 147.60119065642357, First Return Dist: 12559272, First Return Amp: 5000, x: -10604.283918146197, y: 6729.3740981855035
Angular: 151.19237050414085, First Return Dist: 12559272, First Return Amp: 5000, x: -11004.968172278197, y: 6051.940903307623
Angular: 154.78355035185814, First Return Dist: 12559272, First Return Amp: 5000, x: -11362.433332852414, y: 5350.740315738411
Angular: 158.37473019957542, First Return Dist: 12559272, First Return Amp: 5000, x: -11675.275550264143, y: 4628.526114800295
Angular: 161.9659100472927, First Return Dist: 12559272, First Return Amp: 5000, x: -11942.266219682228, y: 3888.134605208612
Angular: 165.55708989501, First Return Dist: 12559272, First Return Amp: 5000, x: -12162.356806068676, y: 3132.473478237117
Angular: 169.14826974272728, First Return Dist: 12559272, First Return Amp: 5000, x: -12334.682962021907, y: 2364.510392531722
Angular: 172.73944959044456, First Return Dist: 12559272, First Return Amp: 5000, x: -12458.5679222719, y: 1587.2613194183364
Angular: 176.33062943816185, First Return Dist: 12559272, First Return Amp: 5000, x: -12533.525161496313, y: 803.7786984753939
Angular: 179.92180928587914, First Return Dist: 12559272, First Return Amp: 5000, x: -12559.260305019621, y: 17.139449887075347
Angular: 183.51298913359642, First Return Dist: 12559272, First Return Amp: 5000, x: -12535.672284891582, y: -769.5671093446421
Angular: 187.1041689813137, First Return Dist: 12559272, First Return Amp: 5000, x: -12462.8537368048, y: -1553.2513978730658
Angular: 190.695348829031, First Return Dist: 12559272, First Return Amp: 5000, x: -12341.090636292622, y: -2330.8357035180684
Angular: 194.28652867674828, First Return Dist: 12559272, First Return Amp: 5000, x: -12170.861175636071, y: -3099.266270164365
Angular: 197.87770852446556, First Return Dist: 12559272, First Return Amp: 5000, x: -11952.833885890512, y: -3855.525290578644
Angular: 201.46888837218285, First Return Dist: 12559272, First Return Amp: 5000, x: -11687.865011407228, y: -4596.642758047083
Angular: 205.0600682199001, First Return Dist: 12559272, First Return Amp: 5000, x: -11376.995147160877, y: -5319.708130288905
Angular: 208.65124806761742, First Return Dist: 12559272, First Return Amp: 5000, x: -11021.44515208868, y: -6021.881759839273
Angular: 212.24242791533473, First Return Dist: 12559272, First Return Amp: 5000, x: -10622.611354490822, y: -6700.406046011441
Angular: 215.833607763052, First Return Dist: 12559272, First Return Amp: 5000, x: -10182.060068321389, y: -7352.616264642065
Angular: 219.42478761076927, First Return Dist: 12559272, First Return Amp: 5000, x: -9701.521441905728, y: -7975.95103308862
Angular: 223.01596745848656, First Return Dist: 12559272, First Return Amp: 5000, x: -9182.882663241859, y: -8567.962369380257
Angular: 226.60714730620384, First Return Dist: 12559272, First Return Amp: 5000, x: -8628.180548570115, y: -9126.325306017769
Angular: 230.19832715392113, First Return Dist: 12559272, First Return Amp: 5000, x: -8039.593543317642, y: -9648.847020666732
Angular: 233.7895070016384, First Return Dist: 12559272, First Return Amp: 5000, x: -7419.433166831763, y: -10133.475447885627
Angular: 237.38068684935567, First Return Dist: 12559272, First Return Amp: 5000, x: -6770.13493450086, y: -10578.307338068556
Angular: 240.97186669707298, First Return Dist: 12559272, First Return Amp: 5000, x: -6094.2487929136505, y: -10981.595731953283
Angular: 244.5630465447903, First Return Dist: 12559272, First Return Amp: 5000, x: -5394.4291056203465, y: -11341.756821340337
Angular: 248.15422639250755, First Return Dist: 12559272, First Return Amp: 5000, x: -4673.424228823822, y: -11657.376169079664
Angular: 251.74540624022484, First Return Dist: 12559272, First Return Amp: 5000, x: -3934.0657179396135, y: -11927.214263897346
Angular: 255.33658608794212, First Return Dist: 12559272, First Return Amp: 5000, x: -3179.2572074130144, y: -12150.211388247384
Angular: 258.9277659356594, First Return Dist: 12559272, First Return Amp: 5000, x: -2411.963007465019, y: -12325.491780071265
Angular: 262.5189457833767, First Return Dist: 12559272, First Return Amp: 5000, x: -1635.1964625501262, y: -12452.36707212117
Angular: 266.110125631094, First Return Dist: 12559272, First Return Amp: 5000, x: -852.0081172452673, y: -12530.338995339756
Angular: 269.70130547881126, First Return Dist: 12559272, First Return Amp: 5000, x: -65.47373604510723, y: -12559.101335679727
Angular: 273.29248532652855, First Return Dist: 12559272, First Return Amp: 5000, x: 721.3177758872399, y: -12538.541136678266
Angular: 276.88366517424583, First Return Dist: 12559272, First Return Amp: 5000, x: 1505.276503575877, y: -12468.7391430636
Angular: 280.4748450219631, First Return Dist: 12559272, First Return Amp: 5000, x: 2283.3236570536724, y: -12349.96948365149
Angular: 284.0660248696804, First Return Dist: 12559272, First Return Amp: 5000, x: 3052.4036624932314, y: -12182.698594777017
Angular: 287.6572047173977, First Return Dist: 12559272, First Return Amp: 5000, x: 3809.496162162639, y: -11967.583388489596
Angular: 291.248384565115, First Return Dist: 12559272, First Return Amp: 5000, x: 4551.627876079377, y: -11705.468672705127
Angular: 294.83956441283226, First Return Dist: 12559272, First Return Amp: 5000, x: 5275.884278778768, y: -11397.383833447
Angular: 298.43074426054955, First Return Dist: 12559272, First Return Amp: 5000, x: 5979.421045339734, y: -11044.538792205507
Angular: 302.02192410826683, First Return Dist: 12559272, First Return Amp: 5000, x: 6659.475221716477, y: -10648.319254292119
Angular: 305.6131039559841, First Return Dist: 12559272, First Return Amp: 5000, x: 7313.376075507701, y: -10210.28126684939
Angular: 309.2042838037014, First Return Dist: 12559272, First Return Amp: 5000, x: 7938.555584549668, y: -9732.145107888562
Angular: 312.7954636514187, First Return Dist: 12559272, First Return Amp: 5000, x: 8532.558522142155, y: -9215.788530353942
Angular: 316.38664349913597, First Return Dist: 12559272, First Return Amp: 5000, x: 9093.052099300085, y: -8663.23938774627
Angular: 319.97782334685326, First Return Dist: 12559272, First Return Amp: 5000, x: 9617.835126163514, y: -8076.667670265953
Angular: 323.56900319457054, First Return Dist: 12559272, First Return Amp: 5000, x: 10104.846656587002, y: -7458.376982752111
Angular: 327.1601830422878, First Return Dist: 12559272, First Return Amp: 5000, x: 10552.174081958905, y: -6810.795497885599
Angular: 330.7513628900051, First Return Dist: 12559272, First Return Amp: 5000, x: 10958.060642464428, y: -6136.466420184835
Angular: 334.3425427377224, First Return Dist: 12559272, First Return Amp: 5000, x: 11320.912326293843, y: -5438.037998244599
Angular: 337.9337225854397, First Return Dist: 12559272, First Return Amp: 5000, x: 11639.304129701062, y: -4718.25312444212
Angular: 341.52490243315697, First Return Dist: 12559272, First Return Amp: 5000, x: 11911.985653327905, y: -3979.938562954734
Angular: 345.11608228087425, First Return Dist: 12559272, First Return Amp: 5000, x: 12137.886012815901, y: -3225.993848393406
